reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-01-17,wk inc rsv hosp,0,2026-01-17,06,quantile,0.9,426.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,06,quantile,0.95,429.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,06,quantile,0.975,442.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,06,quantile,0.99,442.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.01,2.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.025,32.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.05,45.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.1,56.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.15,61.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.2,66.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.25,68.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.3,71.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.35,72.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.4,72.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.45,76.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.5,76.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.55,77.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.6,77.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.65,80.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.7,82.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.75,89.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.8,91.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.85,95.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.9,102.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.95,106.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.975,109.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,08,quantile,0.99,110.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.01,2.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.025,36.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.05,42.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.1,50.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.15,52.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.2,53.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.25,53.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.3,58.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.35,59.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.4,60.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.45,64.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.5,64.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.55,66.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.6,66.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.65,68.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.7,70.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.75,75.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.8,81.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.85,82.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.9,83.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.95,85.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.975,87.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,09,quantile,0.99,112.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.01,2.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.025,22.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.05,26.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.1,29.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.15,33.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.2,34.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.25,35.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.3,37.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.35,39.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.4,40.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.45,41.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.5,43.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.55,43.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.6,44.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.65,45.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.7,45.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.75,47.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.8,50.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.85,55.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.9,59.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.95,60.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.975,72.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,10,quantile,0.99,92.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.01,0.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.025,1.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.05,2.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.1,3.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.15,3.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.2,3.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.25,3.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.3,4.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.35,4.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.4,5.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.45,5.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.5,5.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.55,5.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.6,5.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.65,6.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.7,6.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.75,7.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.8,7.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.85,11.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.9,14.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.95,19.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.975,19.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,11,quantile,0.99,23.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.01,2.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.025,38.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.05,154.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.1,362.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.15,369.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.2,379.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.25,387.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.3,393.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.35,405.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.4,415.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.45,419.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.5,421.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.55,428.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.6,429.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.65,434.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.7,436.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.75,440.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.8,444.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.85,448.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.9,458.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.95,462.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.975,491.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,12,quantile,0.99,501.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.01,2.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.025,38.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.05,153.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.1,185.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.15,200.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.2,222.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.25,222.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.3,230.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.35,237.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.4,237.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.45,238.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.5,248.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.55,249.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.6,251.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.65,256.0
2026-01-17,wk inc rsv hosp,0,2026-01-17,13,quantile,0.7,264.0
