reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-05-16,wk inc covid hosp,0,2026-05-16,10,quantile,0.75,7.0
2026-05-16,wk inc covid hosp,0,2026-05-16,10,quantile,0.8,8.0
2026-05-16,wk inc covid hosp,0,2026-05-16,10,quantile,0.85,8.0
2026-05-16,wk inc covid hosp,0,2026-05-16,10,quantile,0.9,10.0
2026-05-16,wk inc covid hosp,0,2026-05-16,10,quantile,0.95,11.0
2026-05-16,wk inc covid hosp,0,2026-05-16,10,quantile,0.975,12.0
2026-05-16,wk inc covid hosp,0,2026-05-16,10,quantile,0.99,14.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.01,0.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.025,0.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.05,1.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.1,1.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.15,2.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.2,2.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.25,3.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.3,3.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.35,3.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.4,4.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.45,4.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.5,4.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.55,5.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.6,5.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.65,6.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.7,6.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.75,7.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.8,8.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.85,8.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.9,9.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.95,11.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.975,12.0
2026-05-16,wk inc covid hosp,0,2026-05-16,11,quantile,0.99,14.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.01,11.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.025,24.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.05,38.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.1,53.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.15,64.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.2,72.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.25,81.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.3,88.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.35,94.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.4,101.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.45,109.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.5,117.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.55,123.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.6,131.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.65,138.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.7,145.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.75,155.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.8,165.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.85,178.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.9,198.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.95,222.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.975,248.0
2026-05-16,wk inc covid hosp,0,2026-05-16,12,quantile,0.99,275.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.01,0.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.025,0.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.05,0.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.1,4.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.15,8.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.2,12.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.25,15.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.3,18.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.35,20.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.4,23.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.45,25.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.5,28.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.55,30.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.6,33.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.65,36.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.7,39.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.75,41.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.8,45.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.85,49.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.9,54.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.95,63.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.975,68.0
2026-05-16,wk inc covid hosp,0,2026-05-16,13,quantile,0.99,79.0
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.01,0.0
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.025,0.0
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.05,0.0
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.1,0.0
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.15,1.0
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.2,2.0
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.25,2.0
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.3,3.0
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.35,4.0
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.4,4.0
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.45,5.0
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.5,6.0
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.55,6.0
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.6,7.0
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.65,8.0
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.7,9.0
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.75,10.0
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.8,12.0
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.85,13.0
2026-05-16,wk inc covid hosp,0,2026-05-16,15,quantile,0.9,15.0
