frames,reward,visited_rooms,learned_transitions
242000000,31200.903603452854,32.0,230.69814527367694
243000000,31111.453968947844,32.0,231.0
244000000,31022.004334442834,32.0,231.0
245000000,30932.554699937824,32.0,231.0
246000000,30843.105065432814,32.0,231.0
247000000,30753.655430927804,32.0,231.0
248000000,30664.205796422793,32.0,231.0
249000000,30574.756161917783,32.0,231.0
250000000,30485.306527412773,32.0,231.0
251000000,30395.856892907763,32.0,231.0
252000000,30306.407258402753,32.0,231.0
253000000,30216.957623897742,32.0,231.0
254000000,30127.507989392732,32.0,231.0
255000000,30038.058354887722,32.0,231.0
256000000,29948.608720382712,32.0,231.0
257000000,29940.695787050485,32.0,231.0
258000000,30029.82756472468,32.0,231.0
259000000,30118.95934239888,32.0,232.2004178335555
260000000,30208.091120073077,32.0,233.0
261000000,30297.222897747273,32.0,233.0
262000000,30386.354675421473,32.0,234.0
263000000,30475.48645309567,32.0,235.7598491926349
264000000,30564.618230769865,32.0,237.0
265000000,30653.75000844406,32.0,238.26842825950186
266000000,30742.88178611826,32.0,240.0
267000000,30832.013563792458,32.0,240.0
268000000,30921.145341466654,32.0,240.0
269000000,31010.277119140854,32.0,240.0
270000000,31099.40889681505,32.0,240.0
271000000,31188.540674489246,32.0,240.0
272000000,31277.672452163442,32.0,240.12875890611903
273000000,31366.804229837642,32.0,241.86642615324212
274000000,31455.93600751184,32.0,242.5117008021182
275000000,31545.067785186035,32.0,244.38422162933549
276000000,31634.199562860234,32.0,245.06743746625878
277000000,31723.33134053443,32.0,246.63754771108356
278000000,31786.698598857183,32.0,248.30977656132094
279000000,31691.57172052941,32.0,249.0
280000000,31596.444842201632,32.0,249.0
281000000,31501.317963873855,32.0,249.0
282000000,31406.19108554608,32.0,249.0
283000000,31311.064207218304,32.0,249.0
284000000,31215.937328890526,32.0,249.0
285000000,31120.810450562753,32.0,249.0
286000000,31025.683572234975,32.0,249.0
287000000,30930.556693907198,32.0,249.0
288000000,30835.429815579424,32.0,249.0
289000000,30740.302937251647,32.0,249.0
290000000,30645.176058923873,32.0,249.0
291000000,30550.049180596096,32.0,249.0
292000000,30454.922302268318,32.0,249.0
293000000,30359.795423940544,32.0,249.0
294000000,30264.668545612767,32.0,249.0
295000000,30169.54166728499,32.0,249.0
296000000,30074.414788957216,32.0,249.0
297000000,29979.28791062944,32.0,249.0
298000000,29884.161032301665,32.0,249.0
299000000,29701.86017851559,32.0,249.0
300000000,28850.5136581262,32.0,249.0
301000000,27999.167137736815,32.0,249.0
302000000,27147.820617347425,32.0,249.0
303000000,26296.474096958034,32.0,249.0
304000000,25445.127576568644,32.0,249.0
305000000,24593.781056179254,32.0,249.0
306000000,23742.434535789864,32.0,249.0
307000000,22891.088015400474,32.0,249.0
308000000,22039.741495011083,32.0,249.0
309000000,21188.394974621697,32.0,249.0
310000000,20337.048454232303,32.0,249.0
311000000,19485.701933842916,32.0,249.0
312000000,18634.355413453526,32.0,249.0
313000000,17783.008893064136,32.0,249.0
314000000,16931.662372674746,32.0,249.0
315000000,16080.315852285356,32.0,249.0
316000000,15228.969331895967,32.0,249.0
317000000,14377.622811506577,32.0,249.0
318000000,13526.276291117187,32.0,249.0
319000000,12674.929770727798,32.0,249.0
320000000,13543.740912414918,32.0,249.0
321000000,14519.72111154863,32.0,249.0
322000000,15495.701310682343,32.0,249.0
323000000,16471.681509816055,32.0,249.0
324000000,17447.661708949767,32.0,249.0
325000000,18423.64190808348,32.0,249.0
326000000,19399.62210721719,32.0,249.0
327000000,20375.602306350902,32.0,249.0
328000000,21351.582505484614,32.0,249.0
329000000,22327.56270461833,32.0,249.0
330000000,23303.542903752037,32.0,249.0
331000000,24279.523102885752,32.0,249.0
332000000,25255.503302019464,32.0,249.0
333000000,26231.483501153176,32.0,249.0
334000000,27207.463700286888,32.0,249.0
335000000,28183.4438994206,32.0,249.0
336000000,29159.42409855431,32.0,249.0
337000000,30135.404297688023,32.0,249.0
338000000,31111.384496821735,32.0,249.0
339000000,32051.070718266135,32.0,249.0
340000000,31860.49210763788,32.0,249.0
341000000,31669.91349700963,32.0,249.0
342000000,31479.334886381377,32.0,249.0
343000000,31288.756275753127,32.0,249.0
344000000,31098.177665124877,32.0,249.0
